ncm,ncm_dot,descrição,categorias/0,categorias/1,categorias/2
84778010,8477.80.10,máquina de unir lâminas de borracha entre si ou com tecidos com borracha,8477,84778,847780
84778090,8477.80.90,outras,8477,84778,847780
84779000,8477.90.00,partes,8477,84779,847790
84781010,8478.10.10,batedorasseparadoras automáticas de talos e folhas,8478,84781,847810
84781090,8478.10.90,outros,8478,84781,847810
84789000,8478.90.00,partes,8478,84789,847890
84791010,8479.10.10,automotrizes para espalhar e calcar pisos (pavimentos) betuminosos,8479,84791,847910
84791090,8479.10.90,outros,8479,84791,847910
84792000,8479.20.00,máquinas e aparelhos para extração ou preparação de óleos ou gorduras vegetais fixos ou de óleos ou gorduras animais,8479,84792,847920
84793000,8479.30.00,prensas para fabricação de painéis de partículas,8479,84793,847930
84794000,8479.40.00,máquinas para fabricação de cordas ou cabos,8479,84794,847940
84795000,8479.50.00,robôs industriais,8479,84795,847950
84796000,8479.60.00,aparelhos de evaporação para arrefecimento do ar,8479,84796,847960
84797100,8479.71.00,do tipo utilizado em aeroportos,8479,84797,847971
84797900,8479.79.00,outras,8479,84797,847979
84798110,8479.81.10,diferenciadores das tensões de tração de entrada e saída da chapa,8479,84798,847981
84798190,8479.81.90,outros,8479,84798,847981
84798210,8479.82.10,misturadores,8479,84798,847982
84798290,8479.82.90,outras,8479,84798,847982
84798911,8479.89.11,prensas,8479,84798,847989
84798912,8479.89.12,distribuidores e doseadores de sólidos ou de líquidos,8479,84798,847989
84798921,8479.89.21,máquinas e aparelhos para cestaria ou espartaria,8479,84798,847989
84798922,8479.89.22,máquinas e aparelhos para fabricação de pincéis,8479,84798,847989
84798931,8479.89.31,limpadores de parabrisas,8479,84798,847989
84798932,8479.89.32,acumuladores,8479,84798,847989
84798940,8479.89.40,silos metálicos para cereais,8479,84798,847989
84798991,8479.89.91,aparelhos para limpar peças por ultrassom,8479,84798,847989
84798992,8479.89.92,máquinas de leme para embarcações,8479,84798,847989
84798999,8479.89.99,outros,8479,84798,847989
84799010,8479.90.10,de limpadores de parabrisas elétricos ou de acumuladores hidráulicos para aeronaves,8479,84799,847990
84799090,8479.90.90,outras,8479,84799,847990
84801000,8480.10.00,caixas de fundição,8480,84801,848010
84802000,8480.20.00,placas de fundo para moldes,8480,84802,848020
84803000,8480.30.00,modelos para moldes,8480,84803,848030
84804100,8480.41.00,para moldagem por injeção ou por compressão,8480,84804,848041
84804910,8480.49.10,coquilhas,8480,84804,848049
84804990,8480.49.90,outros,8480,84804,848049
84805000,8480.50.00,moldes para vidro,8480,84805,848050
84806000,8480.60.00,moldes para matérias minerais,8480,84806,848060
84807100,8480.71.00,para moldagem por injeção ou por compressão,8480,84807,848071
84807900,8480.79.00,outros,8480,84807,848079
84811000,8481.10.00,válvulas redutoras de pressão,8481,84811,848110
84812011,8481.20.11,com pinhão,8481,84812,848120
84812019,8481.20.19,outras,8481,84812,848120
84812090,8481.20.90,outras,8481,84812,848120
84813000,8481.30.00,válvulas de retenção,8481,84813,848130
84814000,8481.40.00,válvulas de segurança ou de alívio,8481,84814,848140
84818011,8481.80.11,válvulas para escoamento,8481,84818,848180
84818019,8481.80.19,outros,8481,84818,848180
84818021,8481.80.21,válvulas de expansão termostáticas ou pressostáticas,8481,84818,848180
84818029,8481.80.29,outros,8481,84818,848180
84818031,8481.80.31,com uma pressão de trabalho inferior ou igual a 50 mbar e dispositivo de segurança termoelétrico incorporado,8481,84818,848180
84818039,8481.80.39,outros,8481,84818,848180
84818091,8481.80.91,válvulas tipo aerossol,8481,84818,848180
84818092,8481.80.92,válvulas solenóides,8481,84818,848180
84818093,8481.80.93,válvulas tipo gaveta,8481,84818,848180
84818094,8481.80.94,válvulas tipo globo,8481,84818,848180
84818095,8481.80.95,válvulas tipo esfera,8481,84818,848180
84818096,8481.80.96,válvulas tipo macho,8481,84818,848180
84818097,8481.80.97,válvulas tipo borboleta,8481,84818,848180
84818099,8481.80.99,outros,8481,84818,848180
84819010,8481.90.10,de válvulas tipo aerossol ou dos dispositivos do item 8481.80.1,8481,84819,848190
84819090,8481.90.90,outras,8481,84819,848190
84821010,8482.10.10,de carga radial,8482,84821,848210
84821090,8482.10.90,outros,8482,84821,848210
84822010,8482.20.10,de carga radial,8482,84822,848220
84822090,8482.20.90,outros,8482,84822,848220
84823000,8482.30.00,rolamentos de roletes em forma de tonel,8482,84823,848230
84824000,8482.40.00,rolamentos de agulhas,8482,84824,848240
84825010,8482.50.10,de carga radial,8482,84825,848250
84825090,8482.50.90,outros,8482,84825,848250
84828000,8482.80.00,outros,8482,84828,848280
84829111,8482.91.11,para carga de canetas esferográficas,8482,84829,848291
84829119,8482.91.19,outras,8482,84829,848291
84829120,8482.91.20,roletes cilíndricos,8482,84829,848291
84829130,8482.91.30,roletes cônicos,8482,84829,848291
84829190,8482.91.90,outros,8482,84829,848291
84829910,8482.99.10,selos,8482,84829,848299
84829990,8482.99.90,outras,8482,84829,848299
84831011,8483.10.11,forjados,8483,84831,848310
84831019,8483.10.19,outros,8483,84831,848310
84831020,8483.10.20,árvores de cames para comando de válvulas,8483,84831,848310
84831030,8483.10.30,veios flexíveis,8483,84831,848310
84831040,8483.10.40,manivelas,8483,84831,848310
84831050,8483.10.50,árvores de transmissão providas de acoplamentos dentados com entalhes de proteção contra sobrecarga,8483,84831,848310
84831090,8483.10.90,outros,8483,84831,848310
84832000,8483.20.00,mancais (chumaceiras) com rolamentos incorporados,8483,84832,848320
84833010,8483.30.10,montados com “bronzes” de metal antifricção,8483,84833,848330
84833021,8483.30.21,de diâmetro interno igual ou superior a 200 mm,8483,84833,848330
84833029,8483.30.29,outros,8483,84833,848330
84833090,8483.30.90,outros,8483,84833,848330
84834010,8483.40.10,redutores,8483,84834,848340
84834090,8483.40.90,outros,8483,84834,848340
84835010,8483.50.10,polias,8483,84835,848350
84835090,8483.50.90,outras,8483,84835,848350
84836011,8483.60.11,de fricção,8483,84836,848360
84836019,8483.60.19,outras,8483,84836,848360
84836090,8483.60.90,outros,8483,84836,848360
84839000,8483.90.00,rodas dentadas e outros órgãos elementares de transmissão apresentados separadamente; partes,8483,84839,848390
84841000,8484.10.00,juntas metaloplásticas,8484,84841,848410
84842000,8484.20.00,juntas de vedação mecânicas,8484,84842,848420
84849000,8484.90.00,outros,8484,84849,848490
84861000,8486.10.00,máquinas e aparelhos para a fabricação de boules ou wafers,8486,84861,848610
84862000,8486.20.00,máquinas e aparelhos para a fabricação de dispositivos semicondutores ou de circuitos integrados eletrônicos,8486,84862,848620
84863000,8486.30.00,máquinas e aparelhos para a fabricação de dispositivos de visualização de tela (ecrã*) plana,8486,84863,848630
84864000,8486.40.00,máquinas e aparelhos especificados na nota 9 c) do presente capítulo,8486,84864,848640
84869000,8486.90.00,partes e acessórios,8486,84869,848690
84871000,8487.10.00,hélices para embarcações e suas pás,8487,84871,848710
84879000,8487.90.00,outras,8487,84879,848790
85011011,8501.10.11,de passo inferior ou igual a 1,8501,85011,850110
85011019,8501.10.19,outros,8501,85011,850110
85011021,8501.10.21,síncronos,8501,85011,850110
85011029,8501.10.29,outros,8501,85011,850110
85011030,8501.10.30,universais,8501,85011,850110
85012000,8501.20.00,motores universais de potência superior a 37,8501,85012,850120
85013110,8501.31.10,motores,8501,85013,850131
85013120,8501.31.20,geradores,8501,85013,850131
85013210,8501.32.10,motores,8501,85013,850132
85013220,8501.32.20,geradores,8501,85013,850132
85013310,8501.33.10,motores,8501,85013,850133
85013320,8501.33.20,geradores,8501,85013,850133
85013411,8501.34.11,de potência inferior ou igual a 3.000 kw,8501,85013,850134
85013419,8501.34.19,outros,8501,85013,850134
85013420,8501.34.20,geradores,8501,85013,850134
85014011,8501.40.11,síncronos,8501,85014,850140
85014019,8501.40.19,outros,8501,85014,850140
85014021,8501.40.21,síncronos,8501,85014,850140
85014029,8501.40.29,outros,8501,85014,850140
85015110,8501.51.10,trifásicos,8501,85015,850151
85015120,8501.51.20,trifásicos,8501,85015,850151
85015190,8501.51.90,outros,8501,85015,850151
85015210,8501.52.10,trifásicos,8501,85015,850152
85015220,8501.52.20,trifásicos,8501,85015,850152
85015290,8501.52.90,outros,8501,85015,850152
85015310,8501.53.10,trifásicos,8501,85015,850153
85015320,8501.53.20,trifásicos,8501,85015,850153
85015330,8501.53.30,trifásicos,8501,85015,850153
85015390,8501.53.90,outros,8501,85015,850153
85016100,8501.61.00,de potência não superior a 75 kva,8501,85016,850161
85016200,8501.62.00,de potência superior a 75 kva,8501,85016,850162
85016300,8501.63.00,de potência superior a 375 kva,8501,85016,850163
85016400,8501.64.00,de potência superior a 750 kva,8501,85016,850164
85021110,8502.11.10,de corrente alternada,8502,85021,850211
85021190,8502.11.90,outros,8502,85021,850211
85021210,8502.12.10,de corrente alternada,8502,85021,850212
85021290,8502.12.90,outros,8502,85021,850212
85021311,8502.13.11,de potência inferior ou igual a 430 kva,8502,85021,850213
85021319,8502.13.19,outros,8502,85021,850213
85021390,8502.13.90,outros,8502,85021,850213
85022011,8502.20.11,de potência inferior ou igual a 210 kva,8502,85022,850220
85022019,8502.20.19,outros,8502,85022,850220
85022090,8502.20.90,outros,8502,85022,850220
85023100,8502.31.00,de energia eólica,8502,85023,850231
85023900,8502.39.00,outros,8502,85023,850239
85024010,8502.40.10,de frequência,8502,85024,850240
85024090,8502.40.90,outros,8502,85024,850240
85030010,8503.00.10,de motores ou geradores das subposições 8501.10,8503,85030,850300
85030090,8503.00.90,outras,8503,85030,850300
85041000,8504.10.00,reatores (balastros*) para lâmpadas ou tubos de descarga,8504,85041,850410
85042100,8504.21.00,de potência não superior a 650 kva,8504,85042,850421
85042200,8504.22.00,de potência superior a 650 kva,8504,85042,850422
85042300,8504.23.00,de potência superior a 10.000 kva,8504,85042,850423
85043111,8504.31.11,transformadores de corrente,8504,85043,850431
85043119,8504.31.19,outros,8504,85043,850431
85043191,8504.31.91,transformador de saída horizontal (fly back),8504,85043,850431
85043192,8504.31.92,transformadores de fi,8504,85043,850431
85043199,8504.31.99,outros,8504,85043,850431
85043211,8504.32.11,para frequências inferiores ou iguais a 60 hz,8504,85043,850432
85043219,8504.32.19,outros,8504,85043,850432
85043221,8504.32.21,para frequências inferiores ou iguais a 60 hz,8504,85043,850432
85043229,8504.32.29,outros,8504,85043,850432
85043300,8504.33.00,de potência superior a 16 kva,8504,85043,850433
85043400,8504.34.00,de potência superior a 500 kva,8504,85043,850434
85044010,8504.40.10,carregadores de acumuladores,8504,85044,850440
85044021,8504.40.21,de cristal (semicondutores),8504,85044,850440
85044022,8504.40.22,eletrolíticos,8504,85044,850440
85044029,8504.40.29,outros,8504,85044,850440
85044030,8504.40.30,conversores de corrente contínua,8504,85044,850440
85044040,8504.40.40,equipamento de alimentação ininterrupta de energia (ups ou no break),8504,85044,850440
85044050,8504.40.50,conversores eletrônicos de frequência,8504,85044,850440
85044060,8504.40.60,aparelhos eletrônicos de alimentação de energia do tipo utilizado para iluminação de emergência,8504,85044,850440
85044090,8504.40.90,outros,8504,85044,850440
85045000,8504.50.00,outras bobinas de reatância e de autoindução,8504,85045,850450
85049010,8504.90.10,núcleos de pó ferromagnético,8504,85049,850490
85049020,8504.90.20,de reatores para lâmpadas ou tubos de descarga,8504,85049,850490
85049030,8504.90.30,de transformadores das subposições 8504.21,8504,85049,850490
85049040,8504.90.40,de conversores estáticos,8504,85049,850490
85049090,8504.90.90,outras,8504,85049,850490
85051100,8505.11.00,de metal,8505,85051,850511
85051910,8505.19.10,de ferrita (cerâmicos),8505,85051,850519
85051990,8505.19.90,outros,8505,85051,850519
85052010,8505.20.10,freios (travões) que atuam por corrente de foucault,8505,85052,850520
85052090,8505.20.90,outros,8505,85052,850520
85059010,8505.90.10,eletroímãs,8505,85059,850590
85059080,8505.90.80,outros,8505,85059,850590
85059090,8505.90.90,partes,8505,85059,850590
85061010,8506.10.10,pilhas alcalinas,8506,85061,850610
85061020,8506.10.20,outras pilhas,8506,85061,850610
85061030,8506.10.30,baterias de pilhas,8506,85061,850610
85063010,8506.30.10,com volume exterior não superior a 300 cm3,8506,85063,850630
85063090,8506.30.90,outras,8506,85063,850630
85064010,8506.40.10,com volume exterior não superior a 300 cm3,8506,85064,850640
85064090,8506.40.90,outras,8506,85064,850640
85065010,8506.50.10,com volume exterior não superior a 300 cm3,8506,85065,850650
85065090,8506.50.90,outras,8506,85065,850650
85066010,8506.60.10,com volume exterior não superior a 300 cm3,8506,85066,850660
85066090,8506.60.90,outras,8506,85066,850660
85068010,8506.80.10,com volume exterior não superior a 300 cm3,8506,85068,850680
85068090,8506.80.90,outras,8506,85068,850680
85069000,8506.90.00,partes,8506,85069,850690
85071010,8507.10.10,de capacidade inferior ou igual a 20 ah e tensão inferior ou igual a 12 v,8507,85071,850710
85071090,8507.10.90,outros,8507,85071,850710
85072010,8507.20.10,de peso inferior ou igual a 1.000 kg,8507,85072,850720
85072090,8507.20.90,outros,8507,85072,850720
85073011,8507.30.11,de capacidade inferior ou igual a 15 ah,8507,85073,850730
85073019,8507.30.19,outros,8507,85073,850730
85073090,8507.30.90,outros,8507,85073,850730
85074000,8507.40.00,de níquelferro,8507,85074,850740
85075000,8507.50.00,de níquelhidreto metálico,8507,85075,850750
85076000,8507.60.00,de íon de lítio,8507,85076,850760
85078000,8507.80.00,outros acumuladores,8507,85078,850780
85079010,8507.90.10,separadores,8507,85079,850790
85079020,8507.90.20,recipientes de plástico,8507,85079,850790
85079090,8507.90.90,outras,8507,85079,850790
85081100,8508.11.00,de potência não superior a 1.500 w e cujo volume do reservatório não exceda 20 l,8508,85081,850811
85081900,8508.19.00,outros,8508,85081,850819
85086000,8508.60.00,outros aspiradores,8508,85086,850860
85087000,8508.70.00,partes,8508,85087,850870
85094010,8509.40.10,liquidificadores,8509,85094,850940
85094020,8509.40.20,batedeiras,8509,85094,850940
85094030,8509.40.30,moedores de carne,8509,85094,850940
85094040,8509.40.40,extratores centrífugos de sucos,8509,85094,850940
85094050,8509.40.50,aparelhos de funções múltiplas,8509,85094,850940
85094090,8509.40.90,outros,8509,85094,850940
85098010,8509.80.10,enceradeiras de pisos,8509,85098,850980
85098090,8509.80.90,outros,8509,85098,850980
85099000,8509.90.00,partes,8509,85099,850990
85101000,8510.10.00,aparelhos ou máquinas de barbear,8510,85101,851010
85102000,8510.20.00,máquinas de cortar o cabelo ou de tosquiar,8510,85102,851020
85103000,8510.30.00,aparelhos de depilar,8510,85103,851030
85109011,8510.90.11,lâminas,8510,85109,851090
85109019,8510.90.19,outras,8510,85109,851090
85109020,8510.90.20,pentes e contrapentes para máquinas de tosquiar,8510,85109,851090
85109090,8510.90.90,outras,8510,85109,851090
85111000,8511.10.00,velas de ignição,8511,85111,851110
85112010,8511.20.10,magnetos,8511,85112,851120
85112090,8511.20.90,outros,8511,85112,851120
85113010,8511.30.10,distribuidores,8511,85113,851130
85113020,8511.30.20,bobinas de ignição,8511,85113,851130
85114000,8511.40.00,motores de arranque,8511,85114,851140
85115010,8511.50.10,dínamos e alternadores,8511,85115,851150
85115090,8511.50.90,outros,8511,85115,851150
85118010,8511.80.10,velas de aquecimento,8511,85118,851180
85118020,8511.80.20,reguladores de voltagem (conjuntoresdisjuntores),8511,85118,851180
85118030,8511.80.30,ignição eletrônica digital,8511,85118,851180
85118090,8511.80.90,outros,8511,85118,851180
85119000,8511.90.00,partes,8511,85119,851190
85121000,8512.10.00,aparelhos de iluminação ou de sinalização visual do tipo utilizado em bicicletas,8512,85121,851210
85122011,8512.20.11,faróis,8512,85122,851220
85122019,8512.20.19,outros,8512,85122,851220
85122021,8512.20.21,luzes fixas,8512,85122,851220
85122022,8512.20.22,luzes indicadoras de manobras,8512,85122,851220
85122023,8512.20.23,caixas de luzes combinadas,8512,85122,851220
85122029,8512.20.29,outros,8512,85122,851220
85123000,8512.30.00,aparelhos de sinalização acústica,8512,85123,851230
85124010,8512.40.10,limpadores de parabrisas,8512,85124,851240
85124020,8512.40.20,degeladores e desembaçadores,8512,85124,851240
85129000,8512.90.00,partes,8512,85129,851290
85131010,8513.10.10,manuais,8513,85131,851310
85131090,8513.10.90,outras,8513,85131,851310
85139000,8513.90.00,partes,8513,85139,851390
85141010,8514.10.10,industriais,8514,85141,851410
85141090,8514.10.90,outros,8514,85141,851410
85142011,8514.20.11,industriais,8514,85142,851420
85142019,8514.20.19,outros,8514,85142,851420
85142020,8514.20.20,por perdas dielétricas,8514,85142,851420
85143011,8514.30.11,industriais,8514,85143,851430
85143019,8514.30.19,outros,8514,85143,851430
85143021,8514.30.21,industriais,8514,85143,851430
85143029,8514.30.29,outros,8514,85143,851430
85143090,8514.30.90,outros,8514,85143,851430
85144000,8514.40.00,outros aparelhos para tratamento térmico de matérias por indução ou por perdas dielétricas,8514,85144,851440
85149000,8514.90.00,partes,8514,85149,851490
85151100,8515.11.00,ferros e pistolas,8515,85151,851511
85151900,8515.19.00,outros,8515,85151,851519
85152100,8515.21.00,inteira ou parcialmente automáticos,8515,85152,851521
85152900,8515.29.00,outros,8515,85152,851529
85153110,8515.31.10,robôs para soldar,8515,85153,851531
85153190,8515.31.90,outros,8515,85153,851531
85153900,8515.39.00,outros,8515,85153,851539
85158010,8515.80.10,para soldar a laser,8515,85158,851580
85158090,8515.80.90,outros,8515,85158,851580
85159000,8515.90.00,partes,8515,85159,851590
85161000,8516.10.00,aquecedores elétricos de água,8516,85161,851610
85162100,8516.21.00,radiadores de acumulação,8516,85162,851621
85162900,8516.29.00,outros,8516,85162,851629
85163100,8516.31.00,secadores de cabelo,8516,85163,851631
85163200,8516.32.00,outros aparelhos para arranjos do cabelo,8516,85163,851632
85163300,8516.33.00,aparelhos para secar as mãos,8516,85163,851633
85164000,8516.40.00,ferros elétricos de passar,8516,85164,851640
85165000,8516.50.00,fornos de microondas,8516,85165,851650
85166000,8516.60.00,outros fornos; fogões de cozinha,8516,85166,851660
85167100,8516.71.00,aparelhos para preparação de café ou de chá,8516,85167,851671
85167200,8516.72.00,torradeiras de pão,8516,85167,851672
85167910,8516.79.10,panelas,8516,85167,851679
85167920,8516.79.20,fritadoras,8516,85167,851679
85167990,8516.79.90,outros,8516,85167,851679
85168010,8516.80.10,para aparelhos da presente posição,8516,85168,851680
85168090,8516.80.90,outras,8516,85168,851680
85169000,8516.90.00,partes,8516,85169,851690
85171100,8517.11.00,aparelhos telefônicos por fio com unidade auscultadormicrofone sem fio,8517,85171,851711
85171211,8517.12.11,portáteis (por exemplo,8517,85171,851712
85171212,8517.12.12,fixos,8517,85171,851712
85171213,8517.12.13,móveis,8517,85171,851712
85171219,8517.12.19,outros,8517,85171,851712
85171221,8517.12.21,portáteis,8517,85171,851712
85171222,8517.12.22,fixos,8517,85171,851712
85171223,8517.12.23,do tipo utilizado em veículos automóveis,8517,85171,851712
85171229,8517.12.29,outros,8517,85171,851712
85171231,8517.12.31,portáteis,8517,85171,851712
85171232,8517.12.32,fixos,8517,85171,851712
85171233,8517.12.33,do tipo utilizado em veículos automóveis,8517,85171,851712
85171239,8517.12.39,outros,8517,85171,851712
85171241,8517.12.41,digitais,8517,85171,851712
85171249,8517.12.49,outros,8517,85171,851712
85171290,8517.12.90,outros,8517,85171,851712
85171810,8517.18.10,interfones,8517,85171,851718
85171820,8517.18.20,telefones públicos,8517,85171,851718
85171891,8517.18.91,não combinados com outros aparelhos,8517,85171,851718
85171899,8517.18.99,outros,8517,85171,851718
85176111,8517.61.11,de taxa de transmissão inferior ou igual a 112 kbit/s,8517,85176,851761
85176119,8517.61.19,outras,8517,85176,851761
85176120,8517.61.20,de sistema troncalizado (trunking),8517,85176,851761
85176130,8517.61.30,de telefonia celular,8517,85176,851761
85176141,8517.61.41,principal terrena fixa,8517,85176,851761
85176142,8517.61.42,vsat (very small aperture terminal),8517,85176,851761
85176143,8517.61.43,digitais,8517,85176,851761
85176149,8517.61.49,outras,8517,85176,851761
85176191,8517.61.91,digitais,8517,85176,851761
85176192,8517.61.92,digitais,8517,85176,851761
85176199,8517.61.99,outras,8517,85176,851761
85176211,8517.62.11,multiplexadores por divisão de frequência,8517,85176,851762
85176212,8517.62.12,multiplexadores por divisão de tempo,8517,85176,851762
85176213,8517.62.13,outros multiplexadores por divisão de tempo,8517,85176,851762
85176214,8517.62.14,concentradores de linhas de assinantes (terminais de central ou terminal remoto),8517,85176,851762
85176219,8517.62.19,outros,8517,85176,851762
85176221,8517.62.21,centrais automáticas públicas,8517,85176,851762
85176222,8517.62.22,centrais automáticas privadas,8517,85176,851762
85176223,8517.62.23,centrais automáticas privadas,8517,85176,851762
85176224,8517.62.24,centrais automáticas privadas,8517,85176,851762
85176229,8517.62.29,outros,8517,85176,851762
85176231,8517.62.31,centrais automáticas para comutação por pacote com velocidade de tronco superior a 72 kbit/s e de comutação superior a 3.600 pacotes por segundo,8517,85176,851762
85176232,8517.62.32,outras centrais automáticas para comutação por pacote,8517,85176,851762
85176233,8517.62.33,centrais automáticas de sistema troncalizado (trunking),8517,85176,851762
85176239,8517.62.39,outros,8517,85176,851762
85176241,8517.62.41,com capacidade de conexão sem fio,8517,85176,851762
85176248,8517.62.48,outros,8517,85176,851762
85176249,8517.62.49,outros,8517,85176,851762
85176251,8517.62.51,terminais ou repetidores sobre linhas metálicas,8517,85176,851762
85176252,8517.62.52,terminais sobre linhas de fibras ópticas,8517,85176,851762
85176253,8517.62.53,terminais de texto que operem com código de transmissão baudot,8517,85176,851762
85176254,8517.62.54,distribuidores de conexões para redes (hubs),8517,85176,851762
85176255,8517.62.55,moduladores/demoduladores (modems),8517,85176,851762
85176259,8517.62.59,outros,8517,85176,851762
85176261,8517.62.61,de sistema troncalizado (trunking),8517,85176,851762
85176262,8517.62.62,de tecnologia celular,8517,85176,851762
85176264,8517.62.64,por satélite,8517,85176,851762
85176265,8517.62.65,outros,8517,85176,851762
85176271,8517.62.71,terminais portáteis de sistema bidirecional de radiomensagens,8517,85176,851762
85176272,8517.62.72,de frequência inferior a 15 ghz e de taxa de transmissão inferior ou igual a 34 mbits/s,8517,85176,851762
85176277,8517.62.77,outros,8517,85176,851762
85176278,8517.62.78,de frequência igual ou superior a 15 ghz,8517,85176,851762
85176279,8517.62.79,outros,8517,85176,851762
85176291,8517.62.91,aparelhos transmissores (emissores),8517,85176,851762
85176292,8517.62.92,receptores pessoais de radiomensagens com apresentação alfanumérica da mensagem em visor,8517,85176,851762
85176293,8517.62.93,outros receptores pessoais de radiomensagens,8517,85176,851762
85176294,8517.62.94,tradutores (conversores) de protocolos para interconexão de redes (gateways),8517,85176,851762
85176295,8517.62.95,terminais fixos,8517,85176,851762
85176296,8517.62.96,outros,8517,85176,851762
85176299,8517.62.99,outros,8517,85176,851762
85176900,8517.69.00,outros,8517,85176,851769
85177010,8517.70.10,circuitos impressos com componentes elétricos ou eletrônicos,8517,85177,851770
85177021,8517.70.21,antenas próprias para telefones celulares portáteis,8517,85177,851770
85177029,8517.70.29,outras,8517,85177,851770
85177091,8517.70.91,gabinetes,8517,85177,851770
85177092,8517.70.92,registradores e seletores para centrais automáticas,8517,85177,851770
85177099,8517.70.99,outras,8517,85177,851770
85181010,8518.10.10,piezelétricos próprios para aparelhos telefônicos,8518,85181,851810
85181090,8518.10.90,outros,8518,85181,851810
85182100,8518.21.00,altofalante (altifalante) único montado na sua caixa (coluna),8518,85182,851821
85182200,8518.22.00,altofalantes (altifalantes) múltiplos montados na mesma caixa (coluna),8518,85182,851822
85182910,8518.29.10,piezelétricos próprios para aparelhos telefônicos,8518,85182,851829
85182990,8518.29.90,outros,8518,85182,851829
85183000,8518.30.00,fones de ouvido (auscultadores e auriculares*),8518,85183,851830
85184000,8518.40.00,amplificadores elétricos de audiofrequência,8518,85184,851840
85185000,8518.50.00,aparelhos elétricos de amplificação de som,8518,85185,851850
85189010,8518.90.10,de altofalantes (altifalantes),8518,85189,851890
85189090,8518.90.90,outras,8518,85189,851890
85192000,8519.20.00,aparelhos que funcionem por introdução de moedas,8519,85192,851920
85193000,8519.30.00,pratos de tocadiscos (pratos de giradiscos*),8519,85193,851930
85195000,8519.50.00,secretárias eletrônicas (atendedores telefônicos*),8519,85195,851950
85198110,8519.81.10,com sistema de leitura óptica por laser (leitores de discos compactos),8519,85198,851981
85198120,8519.81.20,gravadores de som de cabines de aeronaves,8519,85198,851981
85198190,8519.81.90,outros,8519,85198,851981
85198900,8519.89.00,outros,8519,85198,851989
85211010,8521.10.10,gravadorreprodutor,8521,85211,852110
85211081,8521.10.81,em cassete,8521,85211,852110
85211089,8521.10.89,outros,8521,85211,852110
85211090,8521.10.90,outros,8521,85211,852110
85219010,8521.90.10,gravadorreprodutor e editor de imagem e som,8521,85219,852190
85219090,8521.90.90,outros,8521,85219,852190
85221000,8522.10.00,fonocaptores,8522,85221,852210
85229010,8522.90.10,agulhas com ponta de pedra preciosa,8522,85229,852290
85229020,8522.90.20,gabinetes,8522,85229,852290
85229030,8522.90.30,chassis ou suportes,8522,85229,852290
85229040,8522.90.40,leitores de som,8522,85229,852290
85229050,8522.90.50,mecanismos tocadiscos,8522,85229,852290
85229090,8522.90.90,outros,8522,85229,852290
85232110,8523.21.10,não gravados,8523,85232,852321
85232120,8523.21.20,gravados,8523,85232,852321
85232911,8523.29.11,do tipo utilizado em unidades de discos rígidos,8523,85232,852329
85232919,8523.29.19,outros,8523,85232,852329
85232921,8523.29.21,de largura não superior a 4 mm,8523,85232,852329
85232922,8523.29.22,de largura superior a 4 mm,8523,85232,852329
85232923,8523.29.23,de largura superior a 6,8523,85232,852329
85232924,8523.29.24,de largura superior a 6,8523,85232,852329
85232929,8523.29.29,outras,8523,85232,852329
85232931,8523.29.31,para reprodução de fenômenos diferentes do som ou da imagem,8523,85232,852329
85232932,8523.29.32,de largura não superior a 4 mm,8523,85232,852329
85232933,8523.29.33,de largura superior a 6,8523,85232,852329
85232939,8523.29.39,outras,8523,85232,852329
85232990,8523.29.90,outros,8523,85232,852329
85234110,8523.41.10,discos para sistema de leitura por raios laser com possibilidade de serem gravados uma única vez,8523,85234,852341
85234190,8523.41.90,outros,8523,85234,852341
85234910,8523.49.10,para reprodução apenas do som,8523,85234,852349
85234920,8523.49.20,para reprodução de fenômenos diferentes do som ou da imagem,8523,85234,852349
85234990,8523.49.90,outros,8523,85234,852349
85235110,8523.51.10,cartões de memória (memory cards),8523,85235,852351
85235190,8523.51.90,outros,8523,85235,852351
85235200,8523.52.00,“cartões inteligentes”,8523,85235,852352
85235910,8523.59.10,cartões e etiquetas de acionamento por aproximação,8523,85235,852359
85235990,8523.59.90,outros,8523,85235,852359
85238000,8523.80.00,outros,8523,85238,852380
85255011,8525.50.11,em am,8525,85255,852550
85255012,8525.50.12,em fm,8525,85255,852550
85255019,8525.50.19,outros,8525,85255,852550
85255021,8525.50.21,de frequência superior a 7 ghz,8525,85255,852550
85255022,8525.50.22,em banda uhf,8525,85255,852550
85255023,8525.50.23,em banda uhf,8525,85255,852550
85255024,8525.50.24,em banda vhf,8525,85255,852550
85255029,8525.50.29,outros,8525,85255,852550
85256010,8525.60.10,de radiodifusão,8525,85256,852560
85256020,8525.60.20,de televisão,8525,85256,852560
85256090,8525.60.90,outros,8525,85256,852560
85258011,8525.80.11,com três ou mais captadores de imagem,8525,85258,852580
85258012,8525.80.12,com sensor de imagem a semicondutor tipo ccd,8525,85258,852580
85258013,8525.80.13,outras,8525,85258,852580
85258019,8525.80.19,outras,8525,85258,852580
85258021,8525.80.21,com três ou mais captadores de imagem,8525,85258,852580
85258022,8525.80.22,outras,8525,85258,852580
85258029,8525.80.29,outras,8525,85258,852580
85261000,8526.10.00,aparelhos de radiodetecção e de radiossondagem (radar),8526,85261,852610
85269100,8526.91.00,aparelhos de radionavegação,8526,85269,852691
85269200,8526.92.00,aparelhos de radiotelecomando,8526,85269,852692
